date,koma,sell_kwh,buy_kwh,volume_kwh,p_system,p_hokkaido,p_tohoku,p_kyushu,ts,fy
2016-04-01,1,5077000,2120500,675500,6.61,8.66,6.69,4.0,2016-04-01 00:00:00,2016
2016-04-01,2,5621500,2239000,755500,6.34,8.66,6.34,4.0,2016-04-01 00:30:00,2016
2016-04-01,3,5710500,2219000,713500,6.34,7.2,6.34,4.0,2016-04-01 01:00:00,2016
2016-04-01,4,5536000,2202500,717500,6.25,7.1,6.03,4.0,2016-04-01 01:30:00,2016
2016-04-01,5,5461000,2192000,870500,6.57,7.1,6.57,5.28,2016-04-01 02:00:00,2016
2016-04-01,6,5456500,2183000,800500,6.57,7.1,6.57,5.28,2016-04-01 02:30:00,2016
2016-04-01,7,5445000,2203500,808500,6.57,7.1,6.57,5.87,2016-04-01 03:00:00,2016
2016-04-01,8,5448500,2276500,816000,6.57,7.1,6.57,6.57,2016-04-01 03:30:00,2016
2016-04-01,9,5615000,2307000,814500,6.57,7.11,6.57,6.57,2016-04-01 04:00:00,2016
2016-04-01,10,5722000,2238500,803000,6.57,7.19,6.57,6.57,2016-04-01 04:30:00,2016
2016-04-01,11,5251000,2264500,784000,6.57,8.66,6.57,6.57,2016-04-01 05:00:00,2016
2016-04-01,12,5224000,2288000,759500,6.69,8.66,6.57,6.57,2016-04-01 05:30:00,2016
2016-04-01,13,5320000,2320500,797000,6.69,6.69,6.69,5.87,2016-04-01 06:00:00,2016
2016-04-01,14,5299500,2322500,744500,6.69,6.69,6.69,5.87,2016-04-01 06:30:00,2016
2016-04-01,15,5285500,2371000,1027000,6.99,6.99,6.99,5.87,2016-04-01 07:00:00,2016
2016-04-01,16,5392500,2519000,1150000,6.99,6.99,6.99,5.88,2016-04-01 07:30:00,2016
2016-04-01,17,6281500,2705000,1034500,7.59,7.59,7.59,6.12,2016-04-01 08:00:00,2016
2016-04-01,18,6087000,3010000,990500,8.25,7.93,7.93,7.93,2016-04-01 08:30:00,2016
2016-04-01,19,6244500,3188500,1015000,8.83,9.64,9.64,8.25,2016-04-01 09:00:00,2016
2016-04-01,20,6225500,3229000,1014000,8.94,9.69,9.69,8.25,2016-04-01 09:30:00,2016
2016-04-01,21,6020500,3382500,1028500,8.83,9.69,9.69,7.02,2016-04-01 10:00:00,2016
2016-04-01,22,6097500,3381000,1031500,8.46,9.69,9.69,7.02,2016-04-01 10:30:00,2016
2016-04-01,23,6425000,3362000,1035500,8.25,9.69,9.69,7.02,2016-04-01 11:00:00,2016
2016-04-01,24,6393500,3155000,1058500,7.93,9.69,9.69,7.02,2016-04-01 11:30:00,2016
2016-04-01,25,7923000,2824000,1065500,6.34,7.05,7.05,4.04,2016-04-01 12:00:00,2016
2016-04-01,26,7937500,2823500,1083500,6.34,6.51,6.51,4.0,2016-04-01 12:30:00,2016
2016-04-01,27,6241000,3117500,1065500,7.93,9.69,9.69,6.53,2016-04-01 13:00:00,2016
2016-04-01,28,6442500,3336500,1026500,7.81,9.69,9.69,6.53,2016-04-01 13:30:00,2016
2016-04-01,29,5789000,3360500,954000,7.93,9.69,9.69,6.53,2016-04-01 14:00:00,2016
2016-04-01,30,5740500,3373500,993500,7.93,9.69,9.69,6.53,2016-04-01 14:30:00,2016
2016-04-01,31,5386500,3348000,1041000,7.59,9.69,9.69,6.12,2016-04-01 15:00:00,2016
2016-04-01,32,5429500,3394000,1036500,7.67,10.26,10.26,6.53,2016-04-01 15:30:00,2016
2016-04-01,33,4682000,3425000,1017500,7.93,10.5,10.5,6.53,2016-04-01 16:00:00,2016
2016-04-01,34,4312500,3391000,1026500,8.25,10.5,10.5,6.53,2016-04-01 16:30:00,2016
2016-04-01,35,3139500,3128500,944000,8.84,20.0,10.4,6.12,2016-04-01 17:00:00,2016
2016-04-01,36,3139500,3082500,956000,8.83,20.0,10.03,6.12,2016-04-01 17:30:00,2016
2016-04-01,37,2689500,3015000,923000,8.66,20.0,9.69,6.12,2016-04-01 18:00:00,2016
2016-04-01,38,2923000,2962000,948500,8.23,20.0,9.69,6.12,2016-04-01 18:30:00,2016
2016-04-01,39,2748000,2997500,1064500,7.93,20.0,9.66,7.37,2016-04-01 19:00:00,2016
2016-04-01,40,2796500,2833500,1027500,7.8,20.0,9.36,5.28,2016-04-01 19:30:00,2016
2016-04-01,41,3494000,2769000,1215000,7.59,14.26,7.59,5.28,2016-04-01 20:00:00,2016
2016-04-01,42,3526500,2669000,1243000,7.1,10.79,7.59,5.28,2016-04-01 20:30:00,2016
2016-04-01,43,3777500,2726000,1216000,7.37,10.67,7.37,7.37,2016-04-01 21:00:00,2016
2016-04-01,44,3843000,2801000,1265500,7.37,7.37,7.37,7.37,2016-04-01 21:30:00,2016
2016-04-01,45,3266000,2613000,1241500,7.11,18.0,6.99,6.99,2016-04-01 22:00:00,2016
2016-04-01,46,3204500,2588000,1219500,7.23,14.26,7.11,7.23,2016-04-01 22:30:00,2016
2016-04-01,47,3439500,2532000,1175500,7.04,8.66,6.99,6.99,2016-04-01 23:00:00,2016
2016-04-01,48,3405000,2280500,1020000,6.99,8.66,6.99,5.28,2016-04-01 23:30:00,2016
2016-04-02,1,2364000,2203000,859500,7.26,8.66,7.5,5.87,2016-04-02 00:00:00,2016
2016-04-02,2,2981000,2287500,897000,7.02,8.66,6.78,5.87,2016-04-02 00:30:00,2016
2016-04-02,3,3342500,2262000,946000,6.78,8.66,6.03,5.87,2016-04-02 01:00:00,2016
2016-04-02,4,3398500,2251000,946500,6.78,8.66,5.92,5.87,2016-04-02 01:30:00,2016
2016-04-02,5,3570000,2242000,942500,6.78,8.66,5.87,5.87,2016-04-02 02:00:00,2016
2016-04-02,6,3582500,2255000,933500,6.72,8.62,5.87,5.87,2016-04-02 02:30:00,2016
2016-04-02,7,3563500,2367000,964000,6.78,8.62,6.03,5.33,2016-04-02 03:00:00,2016
2016-04-02,8,3520500,2389000,918500,6.67,8.62,5.87,4.97,2016-04-02 03:30:00,2016
2016-04-02,9,3633500,2365000,919000,6.67,8.66,5.87,5.87,2016-04-02 04:00:00,2016
2016-04-02,10,3783500,2414500,918000,6.72,8.66,5.87,5.87,2016-04-02 04:30:00,2016
2016-04-02,11,3712500,2380000,947000,6.67,8.66,5.66,5.66,2016-04-02 05:00:00,2016
2016-04-02,12,3697000,2293500,934500,6.72,8.66,6.03,5.87,2016-04-02 05:30:00,2016
2016-04-02,13,3802500,2296500,927500,6.58,8.66,6.52,5.87,2016-04-02 06:00:00,2016
2016-04-02,14,3868500,2292000,950500,6.58,8.32,6.41,5.87,2016-04-02 06:30:00,2016
2016-04-02,15,4063500,2334500,956500,6.58,7.68,6.33,5.87,2016-04-02 07:00:00,2016
2016-04-02,16,4285000,2357500,972000,6.58,7.56,6.24,5.87,2016-04-02 07:30:00,2016
2016-04-02,17,4226000,2330500,1022000,6.12,7.7,5.68,5.68,2016-04-02 08:00:00,2016
2016-04-02,18,4386000,2474500,1118000,6.78,7.63,6.58,5.91,2016-04-02 08:30:00,2016
2016-04-02,19,4719500,2622500,1259500,7.02,7.63,7.23,5.8,2016-04-02 09:00:00,2016
2016-04-02,20,4683500,2712500,1266500,7.02,7.58,7.49,5.91,2016-04-02 09:30:00,2016
2016-04-02,21,4801500,2885000,1258000,6.78,7.57,6.78,5.53,2016-04-02 10:00:00,2016
2016-04-02,22,4844000,2880000,1316500,6.58,7.55,6.58,5.53,2016-04-02 10:30:00,2016
2016-04-02,23,4509000,2875500,1315500,7.02,7.56,7.2,5.53,2016-04-02 11:00:00,2016
2016-04-02,24,4273500,2695000,1287500,6.42,7.55,6.16,5.53,2016-04-02 11:30:00,2016
2016-04-02,25,5177500,2588000,1181500,6.16,6.79,6.12,5.53,2016-04-02 12:00:00,2016
2016-04-02,26,5124000,2584000,1176500,6.42,6.79,6.16,5.53,2016-04-02 12:30:00,2016
2016-04-02,27,4940000,2677500,1229000,6.78,7.57,6.78,5.53,2016-04-02 13:00:00,2016
2016-04-02,28,5282000,2850500,1252000,6.65,7.61,6.65,5.53,2016-04-02 13:30:00,2016
2016-04-02,29,5603500,2867500,1263000,6.64,7.66,6.64,5.53,2016-04-02 14:00:00,2016
2016-04-02,30,5534000,2882000,1257000,6.78,20.0,6.78,5.53,2016-04-02 14:30:00,2016
2016-04-02,31,5413500,2883500,1233000,6.58,9.05,6.58,5.53,2016-04-02 15:00:00,2016
2016-04-02,32,5286000,2831000,1162500,6.78,20.0,6.78,5.53,2016-04-02 15:30:00,2016
2016-04-02,33,4449000,2919000,1262500,7.02,8.28,7.23,6.42,2016-04-02 16:00:00,2016
2016-04-02,34,4056500,2982000,1271000,7.23,10.36,7.23,6.42,2016-04-02 16:30:00,2016
2016-04-02,35,3206500,2799000,1303500,7.49,20.0,7.49,5.91,2016-04-02 17:00:00,2016
2016-04-02,36,3144000,2791000,1297500,7.5,20.0,7.49,5.91,2016-04-02 17:30:00,2016
2016-04-02,37,3169000,2842500,1278000,7.71,10.36,7.67,5.91,2016-04-02 18:00:00,2016
2016-04-02,38,3373000,2963500,1232000,7.71,10.36,7.71,5.91,2016-04-02 18:30:00,2016
2016-04-02,39,3445000,2927500,1239000,7.71,10.36,7.71,5.91,2016-04-02 19:00:00,2016
2016-04-02,40,3444500,2839500,1214500,7.71,10.36,7.71,5.91,2016-04-02 19:30:00,2016
2016-04-02,41,3701000,2742000,1231000,7.5,14.26,7.31,5.91,2016-04-02 20:00:00,2016
2016-04-02,42,3719000,2629000,1218500,7.1,11.69,6.55,5.91,2016-04-02 20:30:00,2016
2016-04-02,43,3481500,2542000,1256000,6.42,10.79,6.16,5.91,2016-04-02 21:00:00,2016
2016-04-02,44,3447000,2455000,1143500,6.21,10.79,6.3,5.91,2016-04-02 21:30:00,2016
2016-04-02,45,3226500,2419000,986500,7.49,9.13,7.49,4.81,2016-04-02 22:00:00,2016
2016-04-02,46,2993000,2357500,954000,7.49,9.13,7.49,5.87,2016-04-02 22:30:00,2016
2016-04-02,47,2939000,2310000,864000,6.85,8.66,6.82,5.87,2016-04-02 23:00:00,2016
2016-04-02,48,2629000,2271000,731500,7.49,8.66,7.49,5.87,2016-04-02 23:30:00,2016
2016-04-03,1,2063500,2017000,540500,6.62,8.66,6.76,4.65,2016-04-03 00:00:00,2016
2016-04-03,2,3040500,2136000,672500,6.58,8.66,6.58,3.99,2016-04-03 00:30:00,2016
2016-04-03,3,3244500,2110500,841500,6.43,8.62,6.43,3.35,2016-04-03 01:00:00,2016
2016-04-03,4,3251000,2098500,794500,6.46,7.12,6.46,3.28,2016-04-03 01:30:00,2016
2016-04-03,5,3512500,2089500,885000,5.49,7.12,5.49,3.28,2016-04-03 02:00:00,2016
2016-04-03,6,3457500,2082500,882000,5.49,8.66,5.49,4.81,2016-04-03 02:30:00,2016
2016-04-03,7,3430000,2125500,926000,5.87,8.62,5.49,4.81,2016-04-03 03:00:00,2016
2016-04-03,8,3383000,2071000,883000,5.49,8.62,5.41,4.81,2016-04-03 03:30:00,2016
2016-04-03,9,3553500,2071000,883000,5.49,7.12,5.41,4.81,2016-04-03 04:00:00,2016
2016-04-03,10,3708500,2074500,878000,5.49,8.66,5.41,4.81,2016-04-03 04:30:00,2016
2016-04-03,11,3789500,2088500,887500,5.87,8.66,5.49,4.81,2016-04-03 05:00:00,2016
2016-04-03,12,3865000,2099000,872500,6.07,8.66,6.14,3.18,2016-04-03 05:30:00,2016
2016-04-03,13,4135000,2114500,868000,6.33,8.33,6.33,3.18,2016-04-03 06:00:00,2016
2016-04-03,14,4294000,2122500,872000,6.21,8.32,6.21,3.18,2016-04-03 06:30:00,2016
2016-04-03,15,4459500,2131000,769500,5.49,8.34,5.49,3.18,2016-04-03 07:00:00,2016
2016-04-03,16,4580000,2111500,793000,5.41,8.33,5.41,3.18,2016-04-03 07:30:00,2016
2016-04-03,17,5841000,2129500,771000,5.22,8.32,5.41,3.0,2016-04-03 08:00:00,2016
2016-04-03,18,5919000,2197000,789500,5.22,8.31,5.41,3.0,2016-04-03 08:30:00,2016
2016-04-03,19,5734500,2362500,902500,5.49,8.29,5.73,3.0,2016-04-03 09:00:00,2016
2016-04-03,20,5702000,2405000,945000,5.73,8.27,6.03,3.0,2016-04-03 09:30:00,2016
2016-04-03,21,5755000,2578000,936000,5.73,8.26,6.13,3.0,2016-04-03 10:00:00,2016
2016-04-03,22,5866500,2568500,907000,5.73,8.25,6.13,3.0,2016-04-03 10:30:00,2016
2016-04-03,23,5896000,2587000,1002000,6.46,8.29,6.46,3.0,2016-04-03 11:00:00,2016
2016-04-03,24,5907000,2581000,1002500,6.46,8.29,6.46,3.0,2016-04-03 11:30:00,2016
2016-04-03,25,6626500,2571500,956500,6.46,11.69,6.58,3.0,2016-04-03 12:00:00,2016
2016-04-03,26,6601000,2574000,931500,6.58,11.7,6.58,3.0,2016-04-03 12:30:00,2016
2016-04-03,27,6701000,2597000,932500,6.58,9.05,6.71,3.0,2016-04-03 13:00:00,2016
2016-04-03,28,6689500,2615500,933000,6.58,11.7,6.71,3.0,2016-04-03 13:30:00,2016
2016-04-03,29,6662500,2633000,963500,6.58,14.26,6.71,3.0,2016-04-03 14:00:00,2016
2016-04-03,30,6583500,2648500,981500,6.62,11.7,6.71,3.0,2016-04-03 14:30:00,2016
2016-04-03,31,6703500,2664000,1007000,6.58,11.69,6.71,3.0,2016-04-03 15:00:00,2016
2016-04-03,32,6572000,2672500,990500,6.58,8.26,6.71,3.18,2016-04-03 15:30:00,2016
2016-04-03,33,6027000,2720000,913500,6.58,8.29,6.71,3.18,2016-04-03 16:00:00,2016
2016-04-03,34,6002000,2804000,1002000,6.58,8.31,6.71,3.18,2016-04-03 16:30:00,2016
2016-04-03,35,5082000,2642000,1074000,6.71,8.66,6.71,3.18,2016-04-03 17:00:00,2016
2016-04-03,36,4898500,2670000,1093500,6.71,10.36,6.71,4.81,2016-04-03 17:30:00,2016
2016-04-03,37,4357000,2731500,931000,7.49,10.36,8.16,4.81,2016-04-03 18:00:00,2016
2016-04-03,38,4655000,2712500,959000,7.49,10.36,8.16,4.81,2016-04-03 18:30:00,2016
2016-04-03,39,4850500,2707500,1084000,7.47,10.36,8.16,4.81,2016-04-03 19:00:00,2016
2016-04-03,40,4899500,2685500,1097500,7.22,10.36,8.16,3.18,2016-04-03 19:30:00,2016
2016-04-03,41,4960500,2616000,1151500,6.71,8.83,7.16,3.18,2016-04-03 20:00:00,2016
2016-04-03,42,4937000,2516500,1122000,6.58,8.66,6.71,3.18,2016-04-03 20:30:00,2016
2016-04-03,43,5269000,2434500,1113500,6.16,8.66,6.45,3.18,2016-04-03 21:00:00,2016
2016-04-03,44,5373000,2342500,1073000,6.16,7.11,6.41,3.18,2016-04-03 21:30:00,2016
2016-04-03,45,4951000,2283500,1035000,6.36,8.66,6.33,5.87,2016-04-03 22:00:00,2016
2016-04-03,46,4874000,2209500,1002500,6.04,8.66,6.04,5.87,2016-04-03 22:30:00,2016
2016-04-03,47,4676000,2177500,871000,6.55,8.66,6.58,5.87,2016-04-03 23:00:00,2016
2016-04-03,48,3602000,2148000,763500,6.58,8.66,6.58,3.18,2016-04-03 23:30:00,2016
2016-04-04,1,3160500,2047500,545000,6.55,6.58,6.58,4.0,2016-04-04 00:00:00,2016
2016-04-04,2,3924000,2070000,667000,5.92,6.56,6.46,2.46,2016-04-04 00:30:00,2016
2016-04-04,3,4262500,2048000,610000,6.23,6.59,6.55,2.46,2016-04-04 01:00:00,2016
2016-04-04,4,4375000,2035500,557500,6.46,7.02,6.58,4.0,2016-04-04 01:30:00,2016
2016-04-04,5,4396500,2025500,709000,6.46,7.02,6.46,4.0,2016-04-04 02:00:00,2016
2016-04-04,6,4249500,2004500,688500,6.46,7.02,6.46,4.0,2016-04-04 02:30:00,2016
2016-04-04,7,4169000,2096000,740500,6.46,6.59,6.55,4.0,2016-04-04 03:00:00,2016
2016-04-04,8,4108500,2094500,740500,6.46,6.59,6.58,4.0,2016-04-04 03:30:00,2016
2016-04-04,9,4275000,2101500,696000,6.33,7.03,6.46,4.0,2016-04-04 04:00:00,2016
2016-04-04,10,4331500,2061500,707500,6.33,7.04,6.46,4.0,2016-04-04 04:30:00,2016
2016-04-04,11,4281000,2082000,668000,6.46,7.02,6.46,4.0,2016-04-04 05:00:00,2016
2016-04-04,12,4189500,2108500,669500,6.46,6.59,6.52,4.0,2016-04-04 05:30:00,2016
2016-04-04,13,4190000,2265000,747500,6.58,6.59,6.58,4.0,2016-04-04 06:00:00,2016
2016-04-04,14,4217000,2319000,805500,6.55,6.58,6.58,5.87,2016-04-04 06:30:00,2016
2016-04-04,15,3803000,2442500,785000,6.58,6.58,6.58,6.23,2016-04-04 07:00:00,2016
2016-04-04,16,3801500,2633500,930000,6.85,6.99,6.99,6.43,2016-04-04 07:30:00,2016
2016-04-04,17,3353500,2917000,963500,7.83,7.83,7.83,6.12,2016-04-04 08:00:00,2016
2016-04-04,18,2923500,3257500,1166000,8.4,8.4,8.4,8.4,2016-04-04 08:30:00,2016
2016-04-04,19,2549000,3514500,1038000,10.71,10.36,10.36,10.71,2016-04-04 09:00:00,2016
2016-04-04,20,2511500,3584000,1063500,10.75,10.36,10.36,10.75,2016-04-04 09:30:00,2016
2016-04-04,21,2585500,3767000,1102000,10.36,10.21,10.21,10.51,2016-04-04 10:00:00,2016
2016-04-04,22,2574000,3791000,1095000,10.4,9.54,9.54,10.75,2016-04-04 10:30:00,2016
2016-04-04,23,2603000,3768500,1119500,10.36,10.36,10.36,10.5,2016-04-04 11:00:00,2016
2016-04-04,24,2598000,3442000,1090000,9.69,9.69,9.69,9.69,2016-04-04 11:30:00,2016
2016-04-04,25,4043000,3100500,1045500,7.67,7.6,7.6,6.12,2016-04-04 12:00:00,2016
2016-04-04,26,4142000,3095500,1118500,7.5,7.61,7.61,6.12,2016-04-04 12:30:00,2016
2016-04-04,27,2787000,3396500,1127500,9.5,9.69,9.69,6.23,2016-04-04 13:00:00,2016
2016-04-04,28,3037500,3685000,1196000,8.91,9.68,9.68,6.23,2016-04-04 13:30:00,2016
2016-04-04,29,3027000,3679500,1190000,8.98,9.66,9.66,6.23,2016-04-04 14:00:00,2016
2016-04-04,30,3061000,3624500,1186000,8.91,9.68,9.68,6.23,2016-04-04 14:30:00,2016
2016-04-04,31,3503000,3524000,1192000,7.83,9.58,9.58,6.12,2016-04-04 15:00:00,2016
2016-04-04,32,3267000,3588000,1187500,8.41,9.64,9.64,6.23,2016-04-04 15:30:00,2016
2016-04-04,33,3268500,3582500,991000,9.28,10.36,9.8,6.23,2016-04-04 16:00:00,2016
2016-04-04,34,2978500,3517500,934000,9.69,9.71,9.71,6.23,2016-04-04 16:30:00,2016
2016-04-04,35,2475000,3242000,932000,9.68,9.68,9.68,6.12,2016-04-04 17:00:00,2016
2016-04-04,36,2496500,3164500,931000,9.58,9.64,9.64,6.12,2016-04-04 17:30:00,2016
2016-04-04,37,2526500,3111000,887500,9.36,9.36,9.36,6.12,2016-04-04 18:00:00,2016
2016-04-04,38,2800500,3201000,832000,9.12,9.28,9.28,6.12,2016-04-04 18:30:00,2016
2016-04-04,39,2890500,3158000,805000,8.33,8.68,8.68,6.12,2016-04-04 19:00:00,2016
2016-04-04,40,2906000,2990000,819000,7.94,8.1,8.1,6.12,2016-04-04 19:30:00,2016
2016-04-04,41,3459000,2868500,844500,7.83,7.83,7.83,4.97,2016-04-04 20:00:00,2016
2016-04-04,42,3465500,2760500,886500,7.8,7.8,7.8,4.97,2016-04-04 20:30:00,2016
2016-04-04,43,3695500,2594500,1057000,7.71,7.71,7.71,4.2,2016-04-04 21:00:00,2016
2016-04-04,44,3755000,2642000,1134500,7.5,7.65,7.65,4.2,2016-04-04 21:30:00,2016
2016-04-04,45,3643500,2525500,1171500,6.99,8.3,6.99,5.87,2016-04-04 22:00:00,2016
2016-04-04,46,3348500,2409000,1058500,6.99,8.3,6.99,5.87,2016-04-04 22:30:00,2016
2016-04-04,47,3519000,2383000,1044000,6.99,7.07,6.99,5.87,2016-04-04 23:00:00,2016
2016-04-04,48,3298000,2353000,1019000,6.99,7.07,6.99,5.87,2016-04-04 23:30:00,2016
2016-04-05,1,3895000,2096500,664000,6.58,7.06,6.58,5.87,2016-04-05 00:00:00,2016
2016-04-05,2,4575000,2217000,688500,6.55,7.06,6.55,5.62,2016-04-05 00:30:00,2016
2016-04-05,3,5179000,2202000,738500,6.03,7.07,6.2,4.0,2016-04-05 01:00:00,2016
2016-04-05,4,5336500,2188500,695500,6.33,7.07,6.33,4.0,2016-04-05 01:30:00,2016
2016-04-05,5,5179500,2175500,750000,6.55,7.07,6.55,4.0,2016-04-05 02:00:00,2016
2016-04-05,6,5124500,2164000,741500,6.55,7.06,6.55,4.0,2016-04-05 02:30:00,2016
2016-04-05,7,5055500,2170500,797000,6.55,7.08,6.55,4.2,2016-04-05 03:00:00,2016
2016-04-05,8,5057500,2167500,794500,6.55,7.08,6.55,4.2,2016-04-05 03:30:00,2016
2016-04-05,9,5221500,2160500,717000,6.46,7.07,6.46,4.2,2016-04-05 04:00:00,2016
2016-04-05,10,5346000,2118500,711000,6.46,7.08,6.46,4.2,2016-04-05 04:30:00,2016
2016-04-05,11,5470000,2142500,692500,6.39,6.56,6.41,4.2,2016-04-05 05:00:00,2016
2016-04-05,12,5448000,2165000,676500,6.46,6.56,6.55,4.2,2016-04-05 05:30:00,2016
2016-04-05,13,4898000,2266000,710000,6.55,6.55,6.55,5.87,2016-04-05 06:00:00,2016
2016-04-05,14,4812000,2293000,729500,6.55,6.55,6.55,5.87,2016-04-05 06:30:00,2016
2016-04-05,15,4128000,2305500,815000,6.58,6.58,6.58,6.58,2016-04-05 07:00:00,2016
2016-04-05,16,4339500,2480500,928000,6.62,6.84,6.84,6.58,2016-04-05 07:30:00,2016
2016-04-05,17,4473500,2587500,999500,6.77,7.49,7.49,5.62,2016-04-05 08:00:00,2016
2016-04-05,18,4424000,2845500,1167000,7.02,7.71,7.71,6.12,2016-04-05 08:30:00,2016
2016-04-05,19,4366000,3066000,1263000,7.02,8.76,8.76,6.12,2016-04-05 09:00:00,2016
2016-04-05,20,4510500,3146000,1320500,7.02,9.57,9.57,6.12,2016-04-05 09:30:00,2016
2016-04-05,21,4677500,3311500,1511000,7.02,8.4,8.4,5.29,2016-04-05 10:00:00,2016
2016-04-05,22,4608500,3318000,1546000,7.02,8.8,8.8,5.29,2016-04-05 10:30:00,2016
2016-04-05,23,4448000,3299000,1563000,6.58,9.28,9.28,5.29,2016-04-05 11:00:00,2016
2016-04-05,24,4166500,3079500,1530000,6.58,8.76,8.76,5.29,2016-04-05 11:30:00,2016
2016-04-05,25,4743000,2832500,1367000,6.03,6.99,6.99,4.0,2016-04-05 12:00:00,2016
2016-04-05,26,4829500,2829000,1409500,6.03,6.99,6.99,4.0,2016-04-05 12:30:00,2016
2016-04-05,27,4241000,3046500,1477000,6.46,9.33,9.33,5.12,2016-04-05 13:00:00,2016
2016-04-05,28,4420000,3244500,1423500,6.58,9.35,9.35,5.29,2016-04-05 13:30:00,2016
2016-04-05,29,4778000,3269500,1375500,7.02,9.03,9.03,6.12,2016-04-05 14:00:00,2016
2016-04-05,30,4638500,3278000,1354000,7.02,9.03,9.03,6.12,2016-04-05 14:30:00,2016
2016-04-05,31,4798000,3251000,1361500,7.02,9.54,9.54,6.12,2016-04-05 15:00:00,2016
2016-04-05,32,4610500,3306000,1305500,7.02,9.68,9.68,6.58,2016-04-05 15:30:00,2016
2016-04-05,33,4279000,3335000,1252000,8.24,9.64,9.64,7.02,2016-04-05 16:00:00,2016
2016-04-05,34,4212500,3467000,1184500,8.25,10.36,9.68,7.02,2016-04-05 16:30:00,2016
2016-04-05,35,3697000,3268500,1126500,8.25,8.74,8.74,6.12,2016-04-05 17:00:00,2016
2016-04-05,36,3711000,3327500,1068000,8.25,8.74,8.74,6.12,2016-04-05 17:30:00,2016
2016-04-05,37,3657500,3350000,950000,8.89,9.5,9.5,6.12,2016-04-05 18:00:00,2016
2016-04-05,38,3932000,3461000,885000,8.93,9.01,9.01,6.12,2016-04-05 18:30:00,2016
2016-04-05,39,3946000,3447500,916000,7.83,8.8,8.8,6.12,2016-04-05 19:00:00,2016
2016-04-05,40,3944500,3281500,919000,7.83,9.28,9.28,6.12,2016-04-05 19:30:00,2016
2016-04-05,41,4475000,3121500,1016500,7.71,7.72,7.72,4.97,2016-04-05 20:00:00,2016
2016-04-05,42,4442000,2926000,1019000,7.5,7.5,7.5,4.97,2016-04-05 20:30:00,2016
2016-04-05,43,4525000,2664500,1168000,7.33,7.49,7.49,4.97,2016-04-05 21:00:00,2016
2016-04-05,44,4659500,2622000,1215500,7.0,7.08,7.07,4.2,2016-04-05 21:30:00,2016
2016-04-05,45,4149000,2538500,1104000,7.28,8.32,7.28,5.87,2016-04-05 22:00:00,2016
2016-04-05,46,3987000,2399000,1032500,7.08,7.23,7.23,5.87,2016-04-05 22:30:00,2016
2016-04-05,47,3810000,2365000,835500,6.58,7.07,6.58,5.87,2016-04-05 23:00:00,2016
2016-04-05,48,3124000,2333000,766500,6.58,7.06,6.58,5.87,2016-04-05 23:30:00,2016
2016-04-06,1,3567000,2081000,711000,6.52,6.59,6.51,6.51,2016-04-06 00:00:00,2016
2016-04-06,2,4188500,2225000,769000,6.46,6.59,6.46,5.88,2016-04-06 00:30:00,2016
2016-04-06,3,4452000,2286500,918500,6.13,7.03,6.1,5.88,2016-04-06 01:00:00,2016
2016-04-06,4,4433000,2276500,925000,6.16,7.03,5.99,5.88,2016-04-06 01:30:00,2016
2016-04-06,5,4311000,2262500,928500,6.24,7.05,6.07,5.87,2016-04-06 02:00:00,2016
2016-04-06,6,4298500,2253000,935000,6.16,7.06,5.96,5.87,2016-04-06 02:30:00,2016
2016-04-06,7,4300500,2250000,944500,6.16,7.06,6.02,5.87,2016-04-06 03:00:00,2016
2016-04-06,8,4313000,2245500,949000,6.03,7.06,6.02,5.87,2016-04-06 03:30:00,2016
2016-04-06,9,4489000,2247500,947500,6.15,7.05,6.02,5.87,2016-04-06 04:00:00,2016
2016-04-06,10,4415000,2199500,937500,6.02,7.05,6.02,5.87,2016-04-06 04:30:00,2016
2016-04-06,11,4169000,2215500,917500,5.96,6.59,5.96,5.87,2016-04-06 05:00:00,2016
2016-04-06,12,4184500,2203000,900000,5.96,6.66,5.96,5.88,2016-04-06 05:30:00,2016
2016-04-06,13,4315000,2278500,904500,6.33,6.52,6.3,6.3,2016-04-06 06:00:00,2016
2016-04-06,14,4455000,2211500,886000,6.46,6.48,6.33,6.33,2016-04-06 06:30:00,2016
2016-04-06,15,4796500,2292500,958500,6.55,7.6,6.55,6.55,2016-04-06 07:00:00,2016
2016-04-06,16,4731000,2395000,1099500,6.55,7.54,6.55,6.55,2016-04-06 07:30:00,2016
2016-04-06,17,5528000,2554500,1152000,6.58,6.58,6.58,6.58,2016-04-06 08:00:00,2016
2016-04-06,18,5443500,2827000,1156500,6.77,6.77,6.77,6.77,2016-04-06 08:30:00,2016
2016-04-06,19,5870000,3118500,1334000,7.02,7.57,7.02,7.02,2016-04-06 09:00:00,2016
2016-04-06,20,5826000,3186500,1407000,7.09,7.54,7.15,7.02,2016-04-06 09:30:00,2016
2016-04-06,21,5938500,3341500,1324500,6.89,7.52,6.75,6.75,2016-04-06 10:00:00,2016
2016-04-06,22,6017500,3368500,1358000,7.01,7.5,6.89,6.89,2016-04-06 10:30:00,2016
2016-04-06,23,5962500,3360500,1537000,7.02,7.53,7.03,7.02,2016-04-06 11:00:00,2016
2016-04-06,24,5757500,3143000,1434000,7.2,7.54,7.49,7.2,2016-04-06 11:30:00,2016
2016-04-06,25,6956000,2931500,1282500,5.94,6.35,5.89,5.89,2016-04-06 12:00:00,2016
